song,artist,album_release_date,release_year,release_decade,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot,cluster
I Want You Back,NSYNC,1997,1997,90,221LRlPHPuevgE1tuUlof9,0.751,0.939,8,-3.305,0,0.0466,0.0521,0.00056,0.477,0.905,112.041,audio_features,spotify:track:221LRlPHPuevgE1tuUlof9,https://api.spotify.com/v1/tracks/221LRlPHPuevgE1tuUlof9,https://api.spotify.com/v1/audio-analysis/221LRlPHPuevgE1tuUlof9,200440,4,No,10
Something He Can Feel,En Vogue,1992-03-24,1992,90,4htbAEZWr53J08x3dUv00W,0.496,0.298,9,-10.175,0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,audio_features,spotify:track:4htbAEZWr53J08x3dUv00W,https://api.spotify.com/v1/tracks/4htbAEZWr53J08x3dUv00W,https://api.spotify.com/v1/audio-analysis/4htbAEZWr53J08x3dUv00W,235707,3,No,0
Bad Bitch Tip,LaLa Ri ft. Ocean Kelly,2021-02-12,2021,20,36LeNokJN38Sl2k6qkH5Or,0.775,0.865,2,-5.069,1,0.213,0.0423,0.0,0.149,0.559,104.068,audio_features,spotify:track:36LeNokJN38Sl2k6qkH5Or,https://api.spotify.com/v1/tracks/36LeNokJN38Sl2k6qkH5Or,https://api.spotify.com/v1/audio-analysis/36LeNokJN38Sl2k6qkH5Or,189952,4,No,2
I'm Goin' Down,Mary J. Blige,1994-01-01,1994,90,0I5mUa3CZPcsrWwlUmTWkV,0.572,0.324,0,-9.297,1,0.0512,0.737,0.0,0.124,0.234,94.048,audio_features,spotify:track:0I5mUa3CZPcsrWwlUmTWkV,https://api.spotify.com/v1/tracks/0I5mUa3CZPcsrWwlUmTWkV,https://api.spotify.com/v1/audio-analysis/0I5mUa3CZPcsrWwlUmTWkV,222333,3,No,0
Arrogant,Tamisha Iman,2021-02-05,2021,20,5pW5mcXXnuxCZPwGeqCH4p,0.95,0.904,5,-2.408,0,0.207,0.117,0.018,0.35,0.355,132.022,audio_features,spotify:track:5pW5mcXXnuxCZPwGeqCH4p,https://api.spotify.com/v1/tracks/5pW5mcXXnuxCZPwGeqCH4p,https://api.spotify.com/v1/audio-analysis/5pW5mcXXnuxCZPwGeqCH4p,222159,4,No,2
Turn It & Burn It,Tina Burner,2021-04-16,2021,20,6gOLrLPBjfHeb6SlUgm5Au,0.384,0.499,1,-18.046,1,0.0467,0.634,0.941,0.111,0.155,123.06,audio_features,spotify:track:6gOLrLPBjfHeb6SlUgm5Au,https://api.spotify.com/v1/tracks/6gOLrLPBjfHeb6SlUgm5Au,https://api.spotify.com/v1/audio-analysis/6gOLrLPBjfHeb6SlUgm5Au,208944,4,No,8
You Should Be Sad,Halsey,2020-01-17,2020,20,7lidXGPXPYLNThITAOTlkK,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,audio_features,spotify:track:7lidXGPXPYLNThITAOTlkK,https://api.spotify.com/v1/tracks/7lidXGPXPYLNThITAOTlkK,https://api.spotify.com/v1/audio-analysis/7lidXGPXPYLNThITAOTlkK,205473,4,No,9
Gimme More,Britney Spears,2007-10-25,2007,00,6ic8OlLUNEATToEFU3xmaH,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,spotify:track:6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/audio-analysis/6ic8OlLUNEATToEFU3xmaH,251240,4,No,5
Till the World Ends,Britney Spears,2011-03-28,2011,10,38iU2jg98IZZEIJPrP7aWD,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,audio_features,spotify:track:38iU2jg98IZZEIJPrP7aWD,https://api.spotify.com/v1/tracks/38iU2jg98IZZEIJPrP7aWD,https://api.spotify.com/v1/audio-analysis/38iU2jg98IZZEIJPrP7aWD,237947,4,No,9
Break My Heart,Dua Lipa,2020-03-27,2020,20,017PF4Q3l4DBUiWoXk4OWT,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,audio_features,spotify:track:017PF4Q3l4DBUiWoXk4OWT,https://api.spotify.com/v1/tracks/017PF4Q3l4DBUiWoXk4OWT,https://api.spotify.com/v1/audio-analysis/017PF4Q3l4DBUiWoXk4OWT,221820,4,No,9
If U Seek Amy,Britney Spears,2008-12-02,2008,00,2hdy9Wt9qp7M7d0U3ossu2,0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,audio_features,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,https://api.spotify.com/v1/tracks/2hdy9Wt9qp7M7d0U3ossu2,https://api.spotify.com/v1/audio-analysis/2hdy9Wt9qp7M7d0U3ossu2,216520,4,No,9
100% Pure Love,Crystal Waters,1994-01-01,1994,90,66X03EIfE1zm99rd4SfL71,0.811,0.697,8,-8.019,1,0.0502,0.0923,0.0144,0.0784,0.712,120.242,audio_features,spotify:track:66X03EIfE1zm99rd4SfL71,https://api.spotify.com/v1/tracks/66X03EIfE1zm99rd4SfL71,https://api.spotify.com/v1/audio-analysis/66X03EIfE1zm99rd4SfL71,280467,4,No,4
Fancy,Iggy Azalea ft. Charli XCX,2014-01-01,2014,10,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,audio_features,spotify:track:3oiMJQAWVaxSubJ7b2VUtX,https://api.spotify.com/v1/tracks/3oiMJQAWVaxSubJ7b2VUtX,https://api.spotify.com/v1/audio-analysis/3oiMJQAWVaxSubJ7b2VUtX,199938,4,No,9
Hit 'Em Up Style (Oops!),Blu Cantrell,2001-01-18,2001,00,4zYTZvtcww7OWKie7fxA9E,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,audio_features,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4,No,1
Whole Lotta Woman,Kelly Clarkson,2017-10-27,2017,10,1nukLnD50ey3rfs6jNnMJa,0.838,0.683,10,-6.205,0,0.146,0.0369,0.0,0.638,0.458,119.982,audio_features,spotify:track:1nukLnD50ey3rfs6jNnMJa,https://api.spotify.com/v1/tracks/1nukLnD50ey3rfs6jNnMJa,https://api.spotify.com/v1/audio-analysis/1nukLnD50ey3rfs6jNnMJa,173387,4,No,1
Boss,Fifth Harmony,2015-01-30,2015,10,4tCtwWceOPWzenK2HAIJSb,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480,4,No,5
Fascinated,(Company B,1987,1987,80,1mk6Ts3Rl80ZiRuGdV8ydx,0.744,0.765,1,-12.174,1,0.0344,0.0393,0.707,0.258,0.831,119.743,audio_features,spotify:track:1mk6Ts3Rl80ZiRuGdV8ydx,https://api.spotify.com/v1/tracks/1mk6Ts3Rl80ZiRuGdV8ydx,https://api.spotify.com/v1/audio-analysis/1mk6Ts3Rl80ZiRuGdV8ydx,326467,4,No,7
Water Me,Lizzo,2019-04-17,2019,10,4WbO3H3wFGUdrngpMMs4sF,0.67,0.966,3,-1.994,0,0.177,0.0292,0.0,0.185,0.77,113.046,audio_features,spotify:track:4WbO3H3wFGUdrngpMMs4sF,https://api.spotify.com/v1/tracks/4WbO3H3wFGUdrngpMMs4sF,https://api.spotify.com/v1/audio-analysis/4WbO3H3wFGUdrngpMMs4sF,185595,4,No,5
Love Don't Cost a Thing,Jennifer Lopez,2001-01-23,2001,00,1fgvJXlcZ7uIddMpqsqw0L,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,audio_features,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/tracks/1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/audio-analysis/1fgvJXlcZ7uIddMpqsqw0L,221227,4,No,1
Swept Away,Diana Ross,1984-09-13,1984,80,3U3eFYWcekCDDFnYYctCnp,0.711,0.953,8,-7.872,1,0.0377,0.0194,0.0186,0.317,0.888,119.933,audio_features,spotify:track:3U3eFYWcekCDDFnYYctCnp,https://api.spotify.com/v1/tracks/3U3eFYWcekCDDFnYYctCnp,https://api.spotify.com/v1/audio-analysis/3U3eFYWcekCDDFnYYctCnp,323533,4,No,10
Don't Let Go (Love),En Vogue,1997-06-17,1997,90,06TuMCjDEYjTOJScCRzmjf,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,audio_features,spotify:track:06TuMCjDEYjTOJScCRzmjf,https://api.spotify.com/v1/tracks/06TuMCjDEYjTOJScCRzmjf,https://api.spotify.com/v1/audio-analysis/06TuMCjDEYjTOJScCRzmjf,291880,4,No,10
Never Too Much,Luther Vandross,1981-07-23,1981,80,5RooV1JApOOviPiQcho9xx,0.611,0.568,9,-11.681,0,0.0882,0.382,0.0,0.0419,0.626,92.018,audio_features,spotify:track:5RooV1JApOOviPiQcho9xx,https://api.spotify.com/v1/tracks/5RooV1JApOOviPiQcho9xx,https://api.spotify.com/v1/audio-analysis/5RooV1JApOOviPiQcho9xx,242680,4,No,4
Respect,Aretha Franklin,1967-03-10,1967,60,7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4,No,4
Heartbreak Hotel (Hex Hector Remix),"Whitney Houston ft. Faith Evans, Kelly Price",2006-07-04,2006,00,4J9u7UsXH7F6sFI32KnYuP,0.724,0.535,3,-7.616,0,0.0588,0.0477,0.0,0.0314,0.664,133.816,audio_features,spotify:track:4J9u7UsXH7F6sFI32KnYuP,https://api.spotify.com/v1/tracks/4J9u7UsXH7F6sFI32KnYuP,https://api.spotify.com/v1/audio-analysis/4J9u7UsXH7F6sFI32KnYuP,281493,4,No,5
Good 4 U,Olivia Rodrigo,2021-05-21,2021,20,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4,No,3
Telephone,Lady Gaga ft. Beyoncé,2009-08-05,2009,00,7rl7ao5pb9BhvAzPdWStxi,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,audio_features,spotify:track:7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/tracks/7rl7ao5pb9BhvAzPdWStxi,https://api.spotify.com/v1/audio-analysis/7rl7ao5pb9BhvAzPdWStxi,220627,4,No,5
Gimme! Gimme! Gimme! (A Man After Midnight),Cher,2018-08-09,2018,10,3vkQ5DAB1qQMYO4Mr9zJN6,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,audio_features,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/audio-analysis/3vkQ5DAB1qQMYO4Mr9zJN6,292613,4,No,9
Fallin',Alicia Keys,2001-06-05,2001,00,0KQx6HOpJueiSkztcS0r7D,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,audio_features,spotify:track:0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D,210200,3,No,9
I Love It,Kylie Minogue,2020-11-06,2020,20,6g225JcOUd88PRslWGsRD3,0.573,0.85,0,-4.064,1,0.0559,0.00131,0.000571,0.411,0.665,119.873,audio_features,spotify:track:6g225JcOUd88PRslWGsRD3,https://api.spotify.com/v1/tracks/6g225JcOUd88PRslWGsRD3,https://api.spotify.com/v1/audio-analysis/6g225JcOUd88PRslWGsRD3,230080,4,No,1
My Head & My Heart,Ava Max,2020-09-18,2020,20,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,audio_features,spotify:track:1KixkQVDUHggZMU9dUobgm,https://api.spotify.com/v1/tracks/1KixkQVDUHggZMU9dUobgm,https://api.spotify.com/v1/audio-analysis/1KixkQVDUHggZMU9dUobgm,174760,4,No,9
Suga Mama,Beyoncé,2006-09-04,2006,00,7hrrhtzmyTcULmNlYlcxJO,0.682,0.939,9,-4.054,0,0.284,0.226,0.000315,0.346,0.615,93.81,audio_features,spotify:track:7hrrhtzmyTcULmNlYlcxJO,https://api.spotify.com/v1/tracks/7hrrhtzmyTcULmNlYlcxJO,https://api.spotify.com/v1/audio-analysis/7hrrhtzmyTcULmNlYlcxJO,204813,4,No,2
Un-Break My Heart (Hex Hector Remix),Toni Braxton,2005-04-12,2005,00,5Ihd9HrPvOADyVoonH9ZjB,0.625,0.426,2,-8.4,0,0.0271,0.412,0.0,0.116,0.112,110.021,audio_features,spotify:track:5Ihd9HrPvOADyVoonH9ZjB,https://api.spotify.com/v1/tracks/5Ihd9HrPvOADyVoonH9ZjB,https://api.spotify.com/v1/audio-analysis/5Ihd9HrPvOADyVoonH9ZjB,270333,4,No,6
Something's Got a Hold on Me,Etta James,2011-10-18,2011,10,6EAlFsajDK1PVgfhdJbS5Y,0.471,0.585,1,-6.105,1,0.0822,0.786,0.0,0.811,0.655,150.719,audio_features,spotify:track:6EAlFsajDK1PVgfhdJbS5Y,https://api.spotify.com/v1/tracks/6EAlFsajDK1PVgfhdJbS5Y,https://api.spotify.com/v1/audio-analysis/6EAlFsajDK1PVgfhdJbS5Y,169747,4,No,1
Dhoom Dhoom,Tata Young,2004-07-16,2004,00,4GGbA1Mf5NEU4ETUDOSffc,0.595,0.895,1,-5.218,1,0.422,0.499,4.7e-05,0.0959,0.874,97.43,audio_features,spotify:track:4GGbA1Mf5NEU4ETUDOSffc,https://api.spotify.com/v1/tracks/4GGbA1Mf5NEU4ETUDOSffc,https://api.spotify.com/v1/audio-analysis/4GGbA1Mf5NEU4ETUDOSffc,242019,4,No,2
Crazy in Love,Beyoncé ft. Jay-Z,2003-06-24,2003,00,5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4,No,2
This Is Me,Keala Settle,2017-12-08,2017,10,3WazefEHBjVsgnceB9TuAp,0.44,0.514,11,-6.874,0,0.266,0.0994,0.0,0.0768,0.219,93.168,audio_features,spotify:track:3WazefEHBjVsgnceB9TuAp,https://api.spotify.com/v1/tracks/3WazefEHBjVsgnceB9TuAp,https://api.spotify.com/v1/audio-analysis/3WazefEHBjVsgnceB9TuAp,265733,4,No,9
New Rules,Dua Lipa,2017-06-02,2017,10,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320,4,No,5
Venus,Bananarama,1986-01-01,1986,80,4XX1pFUkQOZTYp6Hb6a6Ae,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,audio_features,spotify:track:4XX1pFUkQOZTYp6Hb6a6Ae,https://api.spotify.com/v1/tracks/4XX1pFUkQOZTYp6Hb6a6Ae,https://api.spotify.com/v1/audio-analysis/4XX1pFUkQOZTYp6Hb6a6Ae,229165,4,No,7
Spice Up Your Life,Spice Girls,1997-01-01,1997,90,5qGwqO0lkbBXw4xNfzT7SF,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,audio_features,spotify:track:5qGwqO0lkbBXw4xNfzT7SF,https://api.spotify.com/v1/tracks/5qGwqO0lkbBXw4xNfzT7SF,https://api.spotify.com/v1/audio-analysis/5qGwqO0lkbBXw4xNfzT7SF,173667,4,No,10
Power,Little Mix,2016-11-18,2016,10,0lUSd7TCG8srh6HpIAEIWL,0.566,0.855,7,-4.016,1,0.211,0.0372,0.000157,0.181,0.517,172.966,audio_features,spotify:track:0lUSd7TCG8srh6HpIAEIWL,https://api.spotify.com/v1/tracks/0lUSd7TCG8srh6HpIAEIWL,https://api.spotify.com/v1/audio-analysis/0lUSd7TCG8srh6HpIAEIWL,247840,4,No,3
Tears Dry on Their Own,Amy Winehouse,2006,2006,00,7MDfN1ldfTMtuXXdVz2Pzc,0.634,0.543,1,-13.391,0,0.181,0.525,0.0,0.232,0.467,121.557,audio_features,spotify:track:7MDfN1ldfTMtuXXdVz2Pzc,https://api.spotify.com/v1/tracks/7MDfN1ldfTMtuXXdVz2Pzc,https://api.spotify.com/v1/audio-analysis/7MDfN1ldfTMtuXXdVz2Pzc,186440,4,No,6
I'm Your Man,Wham!,1986-11-25,1986,80,37vVp2sWHuuIBOSl1NswP6,0.398,0.705,5,-7.07,0,0.0756,0.204,5.13e-05,0.443,0.635,111.487,audio_features,spotify:track:37vVp2sWHuuIBOSl1NswP6,https://api.spotify.com/v1/tracks/37vVp2sWHuuIBOSl1NswP6,https://api.spotify.com/v1/audio-analysis/37vVp2sWHuuIBOSl1NswP6,145668,4,No,10
Relax,Frankie Goes to Hollywood,1984-10-20,1984,80,2K22nUTdyr48JDwI5t906t,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,audio_features,spotify:track:2K22nUTdyr48JDwI5t906t,https://api.spotify.com/v1/tracks/2K22nUTdyr48JDwI5t906t,https://api.spotify.com/v1/audio-analysis/2K22nUTdyr48JDwI5t906t,236800,4,No,4
I'm Still Standing,Elton John,1983-05-30,1983,80,1jDJFeK9x3OZboIAHsY9k2,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,audio_features,spotify:track:1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/tracks/1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/audio-analysis/1jDJFeK9x3OZboIAHsY9k2,183440,4,No,10
Memory,Elaine Paige,1983,1983,80,6wNNhduAv04cytUxHgYv1F,0.198,0.155,3,-15.993,1,0.0358,0.743,0.00149,0.344,0.086,175.152,audio_features,spotify:track:6wNNhduAv04cytUxHgYv1F,https://api.spotify.com/v1/tracks/6wNNhduAv04cytUxHgYv1F,https://api.spotify.com/v1/audio-analysis/6wNNhduAv04cytUxHgYv1F,251693,3,No,0
Don't Start Now,Dua Lipa,2020-03-27,2020,20,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4,No,5
You Keep Me Hangin' On,Kim Wilde,1986,1986,80,1wEeNtO7z41aUqC80shxqK,0.686,0.682,7,-12.154,0,0.033,0.0806,0.000155,0.14,0.708,123.44,audio_features,spotify:track:1wEeNtO7z41aUqC80shxqK,https://api.spotify.com/v1/tracks/1wEeNtO7z41aUqC80shxqK,https://api.spotify.com/v1/audio-analysis/1wEeNtO7z41aUqC80shxqK,255220,4,No,4
Don't Leave Me This Way,The Communards,1986-01-01,1986,80,0ire4j2mcGovF5JA1D2cTp,0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,audio_features,spotify:track:0ire4j2mcGovF5JA1D2cTp,https://api.spotify.com/v1/tracks/0ire4j2mcGovF5JA1D2cTp,https://api.spotify.com/v1/audio-analysis/0ire4j2mcGovF5JA1D2cTp,271067,4,No,10
Touch Me (All Night Long),Cathy Dennis,1990-08-14,1990,90,1XF7umKqStpKnL2d2YZ53V,0.655,0.776,10,-10.298,0,0.0326,0.00326,0.081,0.307,0.454,118.01,audio_features,spotify:track:1XF7umKqStpKnL2d2YZ53V,https://api.spotify.com/v1/tracks/1XF7umKqStpKnL2d2YZ53V,https://api.spotify.com/v1/audio-analysis/1XF7umKqStpKnL2d2YZ53V,209067,4,No,10
Don't Be So Hard on Yourself,Jess Glynne,2015,2015,10,6jF1nHIMESqft9p33tQYPn,0.571,0.815,6,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008,audio_features,spotify:track:6jF1nHIMESqft9p33tQYPn,https://api.spotify.com/v1/tracks/6jF1nHIMESqft9p33tQYPn,https://api.spotify.com/v1/audio-analysis/6jF1nHIMESqft9p33tQYPn,211460,4,No,5
You Don't Have to Say You Love Me,Dusty Springfield,1966-07,1966,60,0q8nQ0H4ad4KYcZdrTZPux,0.317,0.513,2,-9.24,0,0.0339,0.455,0.0,0.0719,0.627,111.5,audio_features,spotify:track:0q8nQ0H4ad4KYcZdrTZPux,https://api.spotify.com/v1/tracks/0q8nQ0H4ad4KYcZdrTZPux,https://api.spotify.com/v1/audio-analysis/0q8nQ0H4ad4KYcZdrTZPux,170440,3,No,0
Last Thing on My Mind,Steps,1998-09-14,1998,90,2al4aCEf88iUKzM2LpMo3V,0.725,0.935,9,-4.6,1,0.0307,0.266,0.0397,0.119,0.635,130.321,audio_features,spotify:track:2al4aCEf88iUKzM2LpMo3V,https://api.spotify.com/v1/tracks/2al4aCEf88iUKzM2LpMo3V,https://api.spotify.com/v1/audio-analysis/2al4aCEf88iUKzM2LpMo3V,184427,4,No,10
Sweet Melody,Little Mix,2020-11-06,2020,20,76Tuo484SLohJakHLnGI3B,0.448,0.824,5,-4.249,0,0.057,0.0739,0.0,0.113,0.419,119.965,audio_features,spotify:track:76Tuo484SLohJakHLnGI3B,https://api.spotify.com/v1/tracks/76Tuo484SLohJakHLnGI3B,https://api.spotify.com/v1/audio-analysis/76Tuo484SLohJakHLnGI3B,213693,4,No,9
Total Eclipse of the Heart,Bonnie Tyler,2009-03-26,2009,00,7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360,4,No,9
You Don't Own Me,(Dusty Springfield,1964-06-26,1964,60,0UW3PzFqmfDW3sAqLwC8PY,0.353,0.66,7,-6.101,1,0.034,0.754,0.0,0.0793,0.559,100.278,audio_features,spotify:track:0UW3PzFqmfDW3sAqLwC8PY,https://api.spotify.com/v1/tracks/0UW3PzFqmfDW3sAqLwC8PY,https://api.spotify.com/v1/audio-analysis/0UW3PzFqmfDW3sAqLwC8PY,149400,3,No,0
Moving on Up,M People,1998-10-29,1998,90,6vGW3d8X48CBaLdU0PQbey,0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,audio_features,spotify:track:6vGW3d8X48CBaLdU0PQbey,https://api.spotify.com/v1/tracks/6vGW3d8X48CBaLdU0PQbey,https://api.spotify.com/v1/audio-analysis/6vGW3d8X48CBaLdU0PQbey,215533,4,No,4
I've Got the Music in Me,The Kiki Dee Band,2010-08-01,2010,10,2dpGNisIy8LNjpEGzDdtft,0.492,0.85,7,-6.137,1,0.159,0.277,3.46e-05,0.634,0.343,119.469,audio_features,spotify:track:2dpGNisIy8LNjpEGzDdtft,https://api.spotify.com/v1/tracks/2dpGNisIy8LNjpEGzDdtft,https://api.spotify.com/v1/audio-analysis/2dpGNisIy8LNjpEGzDdtft,302440,4,No,1
Who Do You Think You Are,Spice Girls,1996-01-01,1996,90,1jI1aLmm5HTwiMtvsbwDJw,0.727,0.83,6,-6.658,0,0.0376,0.0226,0.00356,0.73,0.899,118.002,audio_features,spotify:track:1jI1aLmm5HTwiMtvsbwDJw,https://api.spotify.com/v1/tracks/1jI1aLmm5HTwiMtvsbwDJw,https://api.spotify.com/v1/audio-analysis/1jI1aLmm5HTwiMtvsbwDJw,240707,4,No,10
Big Spender,Shirley Bassey,1988-05-23,1988,80,3wFxvVpzsOJ4Ag54i2Nr5A,0.711,0.375,7,-9.149,1,0.0981,0.721,0.0,0.082,0.619,126.243,audio_features,spotify:track:3wFxvVpzsOJ4Ag54i2Nr5A,https://api.spotify.com/v1/tracks/3wFxvVpzsOJ4Ag54i2Nr5A,https://api.spotify.com/v1/audio-analysis/3wFxvVpzsOJ4Ag54i2Nr5A,110267,4,No,0
Shout,Lulu and The Luvvers,1994-01-01,1994,90,0gBFr7N2D1GfhkXIIepIGG,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142,audio_features,spotify:track:0gBFr7N2D1GfhkXIIepIGG,https://api.spotify.com/v1/tracks/0gBFr7N2D1GfhkXIIepIGG,https://api.spotify.com/v1/audio-analysis/0gBFr7N2D1GfhkXIIepIGG,166693,4,No,0
Scandalous,(Mis-Teeq,2004-07-13,2004,00,3stnrhzN0lzZFskbaZ5sEw,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,audio_features,spotify:track:3stnrhzN0lzZFskbaZ5sEw,https://api.spotify.com/v1/tracks/3stnrhzN0lzZFskbaZ5sEw,https://api.spotify.com/v1/audio-analysis/3stnrhzN0lzZFskbaZ5sEw,238840,4,No,5
Something New,Girls Aloud,2012-01-01,2012,10,5OC1BydxpDS3zFBVbZkV5G,0.626,0.915,6,-3.123,0,0.0825,0.011,0.0,0.108,0.763,119.993,audio_features,spotify:track:5OC1BydxpDS3zFBVbZkV5G,https://api.spotify.com/v1/tracks/5OC1BydxpDS3zFBVbZkV5G,https://api.spotify.com/v1/audio-analysis/5OC1BydxpDS3zFBVbZkV5G,201042,4,No,5
Hallucinate,Dua Lipa,2022-07-08,2022,20,2UlnceG0lJ1CAQS7clfWYg,0.653,0.939,3,-3.247,1,0.0325,0.0252,0.202,0.521,0.798,121.993,audio_features,spotify:track:2UlnceG0lJ1CAQS7clfWYg,https://api.spotify.com/v1/tracks/2UlnceG0lJ1CAQS7clfWYg,https://api.spotify.com/v1/audio-analysis/2UlnceG0lJ1CAQS7clfWYg,291456,4,No,1
I Really Like You,Carly Rae Jepsen,2015,2015,10,2hHLbkatPwOOmrNxTiD41L,0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,audio_features,spotify:track:2hHLbkatPwOOmrNxTiD41L,https://api.spotify.com/v1/tracks/2hHLbkatPwOOmrNxTiD41L,https://api.spotify.com/v1/audio-analysis/2hHLbkatPwOOmrNxTiD41L,204764,4,No,9
